8157 WIND_SPEED,TEMPERATURE,HUMIDITY,MIC_A,MIC_B
156582 2.01,24.50,39.00,-145.50,196.25
156590 2.01,24.50,39.00,-192.00,124.50
156590 2.01,24.50,39.00,-61.50,-153.00
156598 2.01,24.50,39.00,181.00,-52.00
156598 2.01,24.50,39.00,19.50,-46.50
156606 2.01,24.50,39.00,17.50,92.25
156606 2.01,24.50,39.00,-30.00,-77.50
156613 2.01,24.50,39.00,226.25,-57.00
156613 2.01,24.50,39.00,-54.00,281.25
156622 2.01,24.50,39.00,-136.75,-78.50
156622 2.01,24.50,39.00,168.75,-84.50
156630 2.01,24.50,39.00,41.00,196.75
156630 2.01,24.50,39.00,8.00,-109.00
156637 2.01,24.50,39.00,-169.50,-50.50
156638 2.01,24.50,39.00,-315.75,-79.25
156646 2.01,24.50,39.00,-88.25,-86.00
156646 2.01,24.50,39.00,-260.00,-120.25
156654 2.01,24.50,39.00,-61.50,145.75
156654 2.01,24.50,39.00,-147.75,9.00
156662 2.01,24.50,39.00,68.75,111.00
156662 2.01,24.50,39.00,-207.75,-135.75
156670 2.01,24.50,39.00,-97.00,28.00
156670 2.01,24.50,39.00,50.25,-54.75
156677 2.01,24.50,39.00,82.75,-107.00
156677 2.01,24.50,39.00,-42.00,-45.00
156686 2.01,24.50,39.00,221.00,264.25
156686 2.01,24.50,39.00,449.25,83.50
156694 2.01,24.50,39.00,175.00,47.25
156694 2.01,24.50,39.00,109.75,191.75
156701 2.01,24.50,39.00,176.75,151.75
156701 2.01,24.50,39.00,158.75,-24.50
156710 2.01,24.50,39.00,79.50,46.00
156710 2.01,24.50,39.00,31.50,-146.25
156718 2.01,24.50,39.00,-18.00,-97.75
156718 2.01,24.50,39.00,-69.50,67.75
156725 2.01,24.50,39.00,-164.25,95.00
156725 2.01,24.50,39.00,-89.50,120.75
156733 2.01,24.50,39.00,-96.25,-364.75
156734 2.01,24.50,39.00,-97.00,-211.25
156741 2.01,24.50,39.00,-67.25,-379.25
156741 2.01,24.50,39.00,-124.75,19.50
156749 2.01,24.50,39.00,105.75,418.00
156750 2.01,24.50,39.00,-205.50,-28.00
156757 2.01,24.50,39.00,-92.50,-64.75
156757 2.01,24.50,39.00,-39.25,-73.25
156765 2.01,24.50,39.00,-14.00,169.00
156766 2.01,24.50,39.00,182.50,-119.25
156774 2.01,24.50,39.00,-9.50,-86.50
156774 2.01,24.50,39.00,-51.00,-44.50
156781 2.01,24.50,39.00,191.50,69.50
156782 2.01,24.50,39.00,-14.75,-105.00
156790 2.01,24.50,39.00,83.75,87.00
156790 2.01,24.50,39.00,22.50,-109.75
156797 2.01,24.50,39.00,6.25,128.00
156798 2.01,24.50,39.00,-41.25,72.25
156805 2.01,24.50,39.00,160.75,-232.00
156805 2.01,24.50,39.00,-206.75,36.50
156813 2.01,24.50,39.00,-104.00,34.50
156813 2.01,24.50,39.00,68.50,-73.50
156822 2.01,24.50,39.00,-91.25,81.50
156822 2.01,24.50,39.00,-136.25,48.00
156830 2.01,24.50,39.00,16.75,-9.75
156830 2.01,24.50,39.00,-38.00,-114.50
156837 2.01,24.50,39.00,-11.50,39.25
156838 1.66,24.50,39.00,-7.50,24.50
156846 1.66,24.50,39.00,40.50,-83.00
156846 1.66,24.50,39.00,183.00,232.00
156853 1.66,24.50,39.00,-73.50,291.25
156853 1.66,24.50,39.00,79.75,46.00
156861 1.66,24.50,39.00,29.00,73.25
156861 1.66,24.50,39.00,64.75,-54.75
156869 1.66,24.50,39.00,-73.00,33.25
156870 1.66,24.50,39.00,68.00,61.00
156877 1.66,24.50,39.00,-3.25,-127.25
156878 1.66,24.50,39.00,-512.25,-40.00
156885 1.66,24.50,39.00,92.75,-149.25
156886 1.66,24.50,39.00,107.75,40.00
156891 1.66,24.50,39.00,114.00,-74.75
156895 1.66,24.50,39.00,-31.50,105.25
156901 1.66,24.50,39.00,24.25,-18.25
156902 1.66,24.50,39.00,-88.00,-48.00
156909 1.66,24.50,39.00,27.50,-71.00
156910 1.66,24.50,39.00,22.50,-48.50
156917 1.66,24.50,39.00,89.50,58.25
156918 1.66,24.50,39.00,110.00,-36.25
156925 1.66,24.50,39.00,173.00,124.25
156925 1.66,24.50,39.00,-124.25,132.25
156933 1.66,24.50,39.00,-219.25,-103.25
156934 1.66,24.50,39.00,217.25,64.50
156942 1.66,24.50,39.00,199.50,-17.75
156942 1.66,24.50,39.00,20.50,-54.75
156949 1.66,24.50,39.00,-3.25,277.25
156950 1.66,24.50,39.00,50.25,73.75
156957 1.66,24.50,39.00,-96.25,28.25
156958 1.66,24.50,39.00,-158.25,-16.50
156965 1.66,24.50,39.00,-278.00,-129.25
156965 1.66,24.50,39.00,33.75,-46.50
156973 1.66,24.50,39.00,15.75,-147.00
156973 1.66,24.50,39.00,-127.75,32.25
156981 1.66,24.50,39.00,-122.75,74.75
156981 1.66,24.50,39.00,-8.75,-2.75
156989 1.66,24.50,39.00,18.00,59.75
156989 1.66,24.50,39.00,3.25,129.00
156997 1.66,24.50,39.00,22.50,-44.00
156998 1.66,24.50,39.00,0.75,-237.00
157005 1.66,24.50,39.00,-56.00,-53.75
157006 1.66,24.50,39.00,62.50,-6.00
157013 1.66,24.50,39.00,-75.00,-20.75
157013 1.66,24.50,39.00,-187.50,61.75
157021 1.66,24.50,39.00,-59.50,-275.25
157022 1.66,24.50,39.00,-30.50,-64.25
157029 1.66,24.50,39.00,102.50,123.75
157030 1.66,24.50,39.00,202.25,-75.25
157037 1.66,24.50,39.00,36.00,-31.00
157038 1.66,24.50,39.00,37.75,-9.00
157045 1.66,24.50,39.00,-41.25,-119.75
157046 1.66,24.50,39.00,-82.50,-11.00
157053 1.66,24.50,39.00,-196.00,119.50
157054 1.66,24.50,39.00,215.00,-23.25
157062 1.66,24.50,39.00,145.25,93.75
157062 1.66,24.50,39.00,210.75,-78.50
157069 1.66,24.50,39.00,141.75,29.00
157069 1.66,24.50,39.00,113.25,117.50
157077 1.66,24.50,39.00,188.50,34.50
157077 1.66,24.50,39.00,-57.75,0.00
157085 1.66,24.50,39.00,-92.50,8.50
157085 1.66,24.50,39.00,-94.25,137.00
157093 1.66,24.50,39.00,39.50,-56.50
157093 1.66,24.50,39.00,-143.50,64.50
157101 1.66,24.50,39.00,-58.25,44.00
157101 1.66,24.50,39.00,-143.50,-226.25
157109 1.66,24.50,39.00,-89.00,85.00
157109 1.66,24.50,39.00,-214.75,-92.25
157117 1.66,24.50,39.00,-284.50,-93.75
157117 1.66,24.50,39.00,65.50,-27.00
157125 1.66,24.50,39.00,67.00,-317.00
157125 1.66,24.50,39.00,-10.25,280.50
157133 1.66,24.50,39.00,143.75,-27.00
157133 1.66,24.50,39.00,110.50,-20.50
157141 1.66,24.50,39.00,33.50,68.75
157141 1.66,24.50,39.00,21.00,82.50
157149 1.66,24.50,39.00,-112.25,19.25
157149 1.66,24.50,39.00,481.75,-65.50
157157 1.66,24.50,39.00,351.50,-137.50
157157 1.66,24.50,39.00,-240.25,404.00
157165 1.66,24.50,39.00,-199.50,-138.25
157166 1.66,24.50,39.00,-11.75,-278.00
157173 1.66,24.50,39.00,23.25,-2.50
157174 1.66,24.50,39.00,74.00,56.00
157181 1.66,24.50,39.00,143.75,137.50
157182 1.66,24.50,39.00,39.50,54.50
157189 1.66,24.50,39.00,71.25,286.00
157190 1.66,24.50,39.00,147.50,0.50
157197 1.66,24.50,39.00,-459.75,-178.00
157197 1.66,24.50,39.00,48.75,-151.75
157205 1.66,24.50,39.00,336.50,436.50
157205 1.66,24.50,39.00,-457.50,-472.25
157213 1.66,24.50,39.00,-252.50,-46.75
157213 1.66,24.50,39.00,-82.00,24.75
157221 1.66,24.50,39.00,-99.75,-65.75
157221 1.66,24.50,39.00,44.00,-20.50
157229 1.66,24.50,39.00,178.50,98.50
157229 1.66,24.50,39.00,29.75,-29.50
157237 1.66,24.50,39.00,226.75,-8.00
157237 1.66,24.50,39.00,-124.00,-23.00
157242 1.66,24.50,39.00,-119.25,77.00
157250 1.66,24.50,39.00,28.50,-348.50
157250 1.66,24.50,39.00,68.25,156.25
157253 1.66,24.50,39.00,19.50,273.00
157261 1.66,24.50,39.00,384.00,33.25
157261 1.66,24.50,39.00,87.00,97.25
157269 1.66,24.50,39.00,93.50,87.50
157270 1.66,24.50,39.00,-90.75,84.00
157278 1.66,24.50,39.00,23.00,-93.00
157278 1.66,24.50,39.00,-24.00,-48.50
157285 1.66,24.50,39.00,-133.50,43.50
157286 1.66,24.50,39.00,-53.50,-61.75
157293 1.66,24.50,39.00,-22.50,-11.75
157294 1.66,24.50,39.00,-68.25,2.50
157301 1.66,24.50,39.00,-12.25,225.25
157301 1.66,24.50,39.00,-22.00,-192.00
157310 1.66,24.50,39.00,-39.75,14.00
157310 1.66,24.50,39.00,-81.00,141.25
157317 1.66,24.50,39.00,-117.75,-91.75
157318 1.66,24.50,39.00,-46.25,-34.50
157326 1.66,24.50,39.00,-5.00,-93.25
157326 1.66,24.50,39.00,-0.25,-113.75
157333 1.66,24.50,39.00,46.75,-20.00
157334 1.66,24.50,39.00,-65.75,75.25
157341 1.66,24.50,39.00,-26.00,73.25
157342 1.66,24.50,39.00,42.25,-30.50
157349 1.66,24.50,39.00,-13.00,-28.75
157350 1.66,24.50,39.00,198.75,-10.25
157357 1.66,24.50,39.00,-37.75,23.75
157357 1.66,24.50,39.00,-25.25,-80.75
157365 1.66,24.50,39.00,-184.50,-108.25
157365 1.66,24.50,39.00,128.75,-21.25
157373 1.66,24.50,39.00,28.75,23.75
157374 1.66,24.50,39.00,256.50,167.25
157382 1.66,24.50,39.00,-73.25,18.25
157382 1.66,24.50,39.00,-32.75,-67.75
157389 1.66,24.50,39.00,155.50,-127.00
157389 1.66,24.50,39.00,-154.75,-207.75
157397 1.66,24.50,39.00,-143.00,265.25
157398 1.66,24.50,39.00,273.25,177.50
157406 1.66,24.50,39.00,65.75,125.75
157406 1.66,24.50,39.00,-120.50,4.00
157413 1.66,24.50,39.00,-88.25,-110.00
157414 1.66,24.50,39.00,-133.25,127.25
157421 1.66,24.50,39.00,-39.00,-137.00
157422 1.66,24.50,39.00,-56.00,-136.50
157429 1.66,24.50,39.00,120.50,-48.75
157430 1.66,24.50,39.00,-335.75,100.25
157437 1.66,24.50,39.00,174.00,-10.25
157438 1.66,24.50,39.00,404.50,106.50
157445 1.66,24.50,39.00,-59.50,100.50
157445 1.66,24.50,39.00,111.50,-222.00
157453 1.66,24.50,39.00,89.00,-83.75
157453 1.66,24.50,39.00,29.00,-41.00
157461 1.66,24.50,39.00,27.75,17.75
157461 1.66,24.50,39.00,-202.75,50.25
157469 1.66,24.50,39.00,94.75,-135.75
157470 1.66,24.50,39.00,-31.00,168.25
157477 1.66,24.50,39.00,-14.50,67.00
157478 1.66,24.50,39.00,-53.25,-117.75
157485 1.66,24.50,39.00,124.50,221.25
157486 1.66,24.50,39.00,72.25,1.25
157493 1.66,24.50,39.00,-165.75,-80.50
157494 1.66,24.50,39.00,-148.75,72.00
157502 1.66,24.50,39.00,112.50,58.50
157502 1.66,24.50,39.00,-5.75,27.75
157510 1.66,24.50,39.00,-46.25,-15.75
157510 1.66,24.50,39.00,-44.00,81.25
157518 1.66,24.50,39.00,154.25,-20.00
157518 1.66,24.50,39.00,-161.50,-92.25
157525 1.66,24.50,39.00,-372.50,24.75
157525 1.66,24.50,39.00,-397.50,111.25
157533 1.66,24.50,39.00,63.25,-182.25
157533 1.66,24.50,39.00,102.00,-248.25
157541 1.66,24.50,39.00,130.00,227.50
157541 1.66,24.50,39.00,-69.50,205.25
157549 1.66,24.50,39.00,-330.25,5.00
157549 1.66,24.50,39.00,136.25,-185.75
157557 1.66,24.50,39.00,160.25,-233.25
157557 1.66,24.50,39.00,87.00,-108.25
157565 1.66,24.50,39.00,-67.25,34.00
157565 1.66,24.50,39.00,-45.75,106.50
157573 1.66,24.50,39.00,15.00,109.75
157573 1.66,24.50,39.00,191.75,-123.50
157580 1.66,24.50,39.00,207.50,113.50
157582 1.66,24.50,39.00,130.25,260.75
157590 1.66,24.50,39.00,-77.50,86.25
157590 1.66,24.50,39.00,-128.25,43.50
157598 1.66,24.50,39.00,-123.75,-18.75
157598 1.66,24.50,39.00,-55.75,-55.75
157606 1.66,24.50,39.00,70.25,76.00
157606 1.66,24.50,39.00,-28.25,38.00
157614 1.66,24.50,39.00,38.00,-72.50
157615 1.66,24.50,39.00,64.00,81.00
157622 1.66,24.50,39.00,-122.50,-27.25
157622 1.66,24.50,39.00,-165.75,-151.25
157630 1.66,24.50,39.00,88.50,-161.00
157630 1.66,24.50,39.00,26.50,-244.00
157638 1.66,24.50,39.00,-216.50,-40.00
157638 1.66,24.50,39.00,-53.75,-10.50
157646 1.66,24.50,39.00,72.50,-100.00
157646 1.66,24.50,39.00,90.75,59.50
157654 1.66,24.50,39.00,-200.25,-66.00
157654 1.66,24.50,39.00,398.50,111.00
157662 1.66,24.50,39.00,230.75,-116.50
157662 1.66,24.50,39.00,-139.25,41.75
157669 1.66,24.50,39.00,-502.75,-150.75
157669 1.66,24.50,39.00,45.50,-68.25
157678 1.66,24.50,39.00,260.50,107.75
157678 1.66,24.50,39.00,218.25,71.50
157686 1.66,24.50,39.00,-99.75,55.75
157686 1.66,24.50,39.00,233.25,10.75
157693 1.66,24.50,39.00,4.00,72.25
157693 1.66,24.50,39.00,-392.00,15.00
157700 1.66,24.50,39.00,-10.25,-272.75
157702 1.66,24.50,39.00,295.50,-113.00
157710 1.66,24.50,39.00,198.50,80.00
157710 1.66,24.50,39.00,-63.75,117.25
157719 1.66,24.50,39.00,0.00,-32.75
157719 1.66,24.50,39.00,-23.50,133.50
157725 1.66,24.50,39.00,-122.00,-44.50
157725 1.66,24.50,39.00,202.00,41.25
157734 1.66,24.50,39.00,87.25,70.50
157734 1.66,24.50,39.00,-448.50,65.50
157742 1.66,24.50,39.00,72.50,0.25
157743 1.66,24.50,39.00,126.75,-532.75
157749 1.66,24.50,39.00,-306.00,442.50
157749 1.66,24.50,39.00,-83.50,228.50
157757 1.66,24.50,39.00,68.75,-129.25
157757 1.66,24.50,39.00,277.00,-171.50
157765 1.66,24.50,39.00,389.75,-73.25
157765 1.66,24.50,39.00,-35.00,-34.50
157773 1.66,24.50,39.00,-235.50,208.50
157774 1.66,24.50,39.00,-239.50,-205.75
157781 1.66,24.50,39.00,353.75,-50.25
157781 1.66,24.50,39.00,222.50,290.25
157790 1.66,24.50,39.00,-267.75,167.75
157790 1.66,24.50,39.00,-370.75,-189.00
157797 1.66,24.50,39.00,526.00,-201.00
157797 1.66,24.50,39.00,176.00,120.25
157805 1.66,24.50,39.00,-161.75,486.25
157806 1.66,24.50,39.00,-220.00,-183.00
157814 1.66,24.50,39.00,86.75,-42.75
157814 1.66,24.50,39.00,104.25,-156.50
157822 1.66,24.50,39.00,129.25,104.50
157823 1.66,24.50,39.00,140.00,246.75
157830 1.66,24.50,39.00,74.75,268.50
157830 1.66,24.50,39.00,-57.25,297.75
157838 1.66,24.50,39.00,-130.25,-103.75
157838 1.66,24.50,39.00,-125.75,-160.00
157846 1.66,24.50,39.00,-114.50,28.75
157847 1.49,24.50,39.00,278.50,27.25
157853 1.49,24.50,39.00,-481.75,-451.00
157853 1.49,24.50,39.00,-24.75,10.75
157861 1.49,24.50,39.00,103.25,-68.50
157861 1.49,24.50,39.00,-36.50,156.75
157868 1.49,24.50,39.00,-29.75,233.00
157869 1.49,24.50,39.00,-20.75,-43.50
157877 1.49,24.50,39.00,-19.25,-67.00
157877 1.49,24.50,39.00,131.25,102.50
157885 1.49,24.50,39.00,154.25,74.50
157885 1.49,24.50,39.00,-26.75,72.50
157892 1.49,24.50,39.00,-126.50,-9.00
157893 1.49,24.50,39.00,-121.25,-112.25
157900 1.49,24.50,39.00,13.50,-312.00
157901 1.49,24.50,39.00,233.25,-119.25
157909 1.49,24.50,39.00,247.25,-51.00
157909 1.49,24.50,39.00,49.75,-44.50
157917 1.49,24.50,39.00,-380.25,22.75
157917 1.49,24.50,39.00,-258.25,267.75
157924 1.49,24.50,39.00,507.00,-257.75
157925 1.49,24.50,39.00,416.75,-266.75
157933 1.49,24.50,39.00,248.75,312.25
157933 1.49,24.50,39.00,125.25,612.75
157941 1.49,24.50,39.00,-491.75,-266.50
157941 1.49,24.50,39.00,-169.75,189.25
157948 1.49,24.50,39.00,-271.25,50.25
157949 1.49,24.50,39.00,-162.75,-197.00
157956 1.49,24.50,39.00,139.75,-217.50
157957 1.49,24.50,39.00,-112.75,-284.25
157965 1.49,24.50,39.00,-33.00,90.00
157966 1.49,24.50,39.00,-6.00,-134.50
157973 1.49,24.50,39.00,26.00,76.25
157973 1.49,24.50,39.00,46.75,125.50
157981 1.49,24.50,39.00,44.50,115.50
157981 1.49,24.50,39.00,8.25,87.75
157989 1.49,24.50,39.00,-10.50,50.75
157989 1.49,24.50,39.00,-71.25,-2.50
157997 1.49,24.50,39.00,-52.50,-42.00
157998 1.49,24.50,39.00,57.50,-33.75
158005 1.49,24.50,39.00,96.50,-24.00
158005 1.49,24.50,39.00,-38.00,41.50
158013 1.49,24.50,39.00,15.25,-112.50
158013 1.49,24.50,39.00,-138.25,-33.50
158022 1.49,24.50,39.00,226.75,56.50
158022 1.49,24.50,39.00,37.50,-12.25
158029 1.49,24.50,39.00,-120.75,162.00
158030 1.49,24.50,39.00,-215.00,150.00
158037 1.49,24.50,39.00,753.75,-120.25
158038 1.49,24.50,39.00,529.25,-28.00
158045 1.49,24.50,39.00,-168.50,352.00
158046 1.49,24.50,39.00,-645.25,126.50
158053 1.49,24.50,39.00,-153.75,-400.00
158054 1.49,24.50,39.00,104.25,265.50
158061 1.49,24.50,39.00,-11.75,-61.00
158062 1.49,24.50,39.00,-150.50,-101.00
158069 1.49,24.50,39.00,-132.50,-261.75
158069 1.49,24.50,39.00,332.00,-84.00
158077 1.49,24.50,39.00,-291.75,-491.25
158077 1.49,24.50,39.00,461.00,-191.50
158085 1.49,24.50,39.00,207.00,-74.25
158085 1.49,24.50,39.00,-62.00,419.50
158093 1.49,24.50,39.00,100.75,143.50
158093 1.49,24.50,39.00,-93.75,199.75
158101 1.49,24.50,39.00,-251.75,-68.50
158101 1.49,24.50,39.00,-58.00,-243.25
158109 1.49,24.50,39.00,-255.25,-426.25
158109 1.49,24.50,39.00,-553.50,351.50
158117 1.49,24.50,39.00,-394.75,-74.25
158117 1.49,24.50,39.00,127.50,-306.25
158125 1.49,24.50,39.00,214.25,72.75
158125 1.49,24.50,39.00,146.00,330.50
158133 1.49,24.50,39.00,252.25,38.00
158133 1.49,24.50,39.00,-15.25,-33.00
158141 1.49,24.50,39.00,-125.00,216.00
158141 1.49,24.50,39.00,-40.25,161.25
158149 1.49,24.50,39.00,92.50,-251.00
158149 1.49,24.50,39.00,-9.75,75.25
158157 1.49,24.50,39.00,43.75,29.00
158157 1.49,24.50,39.00,218.00,-28.50
158165 1.49,24.50,39.00,224.00,27.75
158166 1.49,24.50,39.00,79.25,104.00
158173 1.49,24.50,39.00,-9.75,-27.25
158174 1.49,24.50,39.00,-165.75,36.50
158181 1.49,24.50,39.00,-299.00,-166.75
158182 1.49,24.50,39.00,-150.75,-284.25
158189 1.49,24.50,39.00,-131.25,-91.75
158189 1.49,24.50,39.00,82.50,183.25
158197 1.49,24.50,39.00,151.25,-42.75
158197 1.49,24.50,39.00,180.25,163.25
158205 1.49,24.50,39.00,-459.50,-129.00
158205 1.49,24.50,39.00,399.75,-205.00
158213 1.49,24.50,39.00,378.00,65.50
158213 1.49,24.50,39.00,117.25,-402.25
158221 1.49,24.50,39.00,110.00,412.00
158221 1.49,24.50,39.00,-122.75,-122.00
158229 1.49,24.50,39.00,-59.25,307.00
158229 1.49,24.50,39.00,-676.75,58.50
158237 1.49,24.50,39.00,49.00,-64.25
158237 1.49,24.50,39.00,103.75,62.50
158244 1.49,24.50,39.00,185.50,-114.00
158245 1.49,24.50,39.00,330.50,45.50
158253 1.49,24.50,39.00,170.75,5.25
158253 1.49,24.50,39.00,-198.75,-143.75
158261 1.49,24.50,39.00,-647.25,285.50
158261 1.49,24.50,39.00,264.50,-246.25
158269 1.49,24.50,39.00,-193.75,-367.50
158269 1.49,24.50,39.00,-117.50,-125.00
158277 1.49,24.50,39.00,472.50,207.25
158277 1.49,24.50,39.00,-410.25,272.75
158285 1.49,24.50,39.00,-123.25,-189.50
158285 1.49,24.50,39.00,256.00,-26.25
158293 1.49,24.50,39.00,254.75,11.25
158293 1.49,24.50,39.00,-115.75,-24.00
158301 1.49,24.50,39.00,170.50,142.50
158301 1.49,24.50,39.00,-82.75,609.00
158309 1.49,24.50,39.00,-307.25,-79.25
158309 1.49,24.50,39.00,-35.50,-349.00
158317 1.49,24.50,39.00,-85.25,-38.50
158317 1.49,24.50,39.00,-19.00,114.50
158325 1.49,24.50,39.00,272.00,-118.00
158325 1.49,24.50,39.00,305.50,235.25
158333 1.49,24.50,39.00,741.75,306.00
158333 1.49,24.50,39.00,353.75,-107.75
158341 1.49,24.50,39.00,-56.00,368.00
158341 1.49,24.50,39.00,-226.00,190.00
158349 1.49,24.50,39.00,-260.75,-33.00
158349 1.49,24.50,39.00,-66.50,-16.00
158357 1.49,24.50,39.00,-357.50,50.00
158357 1.49,24.50,39.00,-260.00,-126.25
158365 1.49,24.50,39.00,-68.50,-423.00
158365 1.49,24.50,39.00,34.75,-234.25
158373 1.49,24.50,39.00,172.25,61.25
158373 1.49,24.50,39.00,240.75,308.75
158381 1.49,24.50,39.00,106.75,103.50
158381 1.49,24.50,39.00,-76.00,102.75
158389 1.49,24.50,39.00,93.50,44.00
158389 1.49,24.50,39.00,411.50,-19.75
158397 1.49,24.50,39.00,325.75,68.25
158398 1.49,24.50,39.00,-40.50,121.50
158405 1.49,24.50,39.00,-201.00,-43.00
158405 1.49,24.50,39.00,-505.75,-114.50
158413 1.49,24.50,39.00,-314.50,-223.50
158414 1.49,24.50,39.00,-243.50,-239.50
158421 1.49,24.50,39.00,-162.75,-147.75
158422 1.49,24.50,39.00,-298.25,-70.25
158429 1.49,24.50,39.00,78.50,-113.25
158430 1.49,24.50,39.00,248.00,-136.25
158437 1.49,24.50,39.00,107.25,-34.00
158438 1.49,24.50,39.00,-33.00,-67.50
158445 1.49,24.50,39.00,-58.50,216.00
158446 1.49,24.50,39.00,391.00,195.00
158453 1.49,24.50,39.00,-104.00,-72.50
158454 1.49,24.50,39.00,-128.00,60.50
158461 1.49,24.50,39.00,414.50,-80.75
158462 1.49,24.50,39.00,-6.75,48.75
158469 1.49,24.50,39.00,-152.00,485.00
158469 1.49,24.50,39.00,-39.75,-15.00
158477 1.49,24.50,39.00,-7.25,-110.75
158477 1.49,24.50,39.00,-66.25,65.00
158485 1.49,24.50,39.00,-3.75,-73.00
158485 1.49,24.50,39.00,-23.25,7.25
158493 1.49,24.50,39.00,90.75,115.75
158493 1.49,24.50,39.00,-33.75,-105.75
158501 1.49,24.50,39.00,-251.00,5.25
158501 1.49,24.50,39.00,-90.50,-186.00
158509 1.49,24.50,39.00,-30.75,-30.75
158510 1.49,24.50,39.00,-47.75,-40.00
158517 1.49,24.50,39.00,-241.25,-128.25
158517 1.49,24.50,39.00,-70.25,-146.75
158525 1.49,24.50,39.00,-23.25,-54.25
158526 1.49,24.50,39.00,28.00,13.00
158533 1.49,24.50,39.00,9.00,-71.50
158534 1.49,24.50,39.00,-4.50,-41.50
158541 1.49,24.50,39.00,38.00,136.25
158542 1.49,24.50,39.00,-27.50,20.50
158549 1.49,24.50,39.00,25.00,-65.25
158550 1.49,24.50,39.00,334.00,-12.00
158557 1.49,24.50,39.00,-26.00,-117.50
158558 1.49,24.50,39.00,149.25,39.00
158565 1.49,24.50,39.00,172.50,-153.50
158566 1.49,24.50,39.00,248.00,29.00
158573 1.49,24.50,39.00,98.50,46.75
158573 1.49,24.50,39.00,137.50,243.50
158581 1.49,24.50,39.00,185.25,176.00
158581 1.49,24.50,39.00,393.00,123.50
158590 1.49,24.50,39.00,130.25,78.50
158590 1.49,24.50,39.00,63.50,33.25
158598 1.49,24.50,39.00,-702.25,57.00
158598 1.49,24.50,39.00,-664.00,101.50
158606 1.49,24.50,39.00,-6.75,-790.50
158606 1.49,24.50,39.00,-78.00,-185.50
158614 1.49,24.50,39.00,180.75,305.75
158614 1.49,24.50,39.00,121.75,142.25
158621 1.49,24.50,39.00,51.25,8.25
158621 1.49,24.50,39.00,116.25,-8.50
158629 1.49,24.50,39.00,607.00,-44.25
158629 1.49,24.50,39.00,417.25,-10.50
158638 1.49,24.50,39.00,-181.25,278.50
158638 1.49,24.50,39.00,-414.00,426.75
158646 1.49,24.50,39.00,-62.75,-215.00
158646 1.49,24.50,39.00,-219.50,-85.75
158654 1.49,24.50,39.00,-266.00,201.25
158654 1.49,24.50,39.00,-576.25,-280.50
158661 1.49,24.50,39.00,-162.00,-123.75
158661 1.49,24.50,39.00,106.75,-428.75
158670 1.49,24.50,39.00,88.75,60.75
158670 1.49,24.50,39.00,-79.25,144.50
158677 1.49,24.50,39.00,-467.25,75.00
158677 1.49,24.50,39.00,103.50,-37.75
158686 1.49,24.50,39.00,15.25,-278.50
158686 1.49,24.50,39.00,-69.50,48.00
158694 1.49,24.50,39.00,182.25,-80.00
158694 1.49,24.50,39.00,-556.25,-140.75
158701 1.49,24.50,39.00,-71.00,-123.25
158701 1.49,24.50,39.00,113.25,-251.25
158709 1.49,24.50,39.00,214.50,137.50
158710 1.49,24.50,39.00,242.50,152.25
158718 1.49,24.50,39.00,-127.25,-13.50
158718 1.49,24.50,39.00,-33.25,129.50
158725 1.49,24.50,39.00,-109.50,131.50
158725 1.49,24.50,39.00,48.50,-257.00
158734 1.49,24.50,39.00,90.25,-147.00
158734 1.49,24.50,39.00,202.50,148.25
158741 1.49,24.50,39.00,280.00,90.25
158742 1.49,24.50,39.00,181.75,191.75
158750 1.49,24.50,39.00,2.75,185.25
158750 1.49,24.50,39.00,387.75,69.25
158757 1.49,24.50,39.00,-91.25,86.25
158757 1.49,24.50,39.00,-257.00,3.50
158766 1.49,24.50,39.00,-105.25,-283.50
158766 1.49,24.50,39.00,46.00,44.00
158774 1.49,24.50,39.00,6.50,-69.00
158774 1.49,24.50,39.00,257.25,69.00
158783 1.49,24.50,39.00,591.00,56.25
158783 1.49,24.50,39.00,-121.25,111.50
158790 1.49,24.50,39.00,-239.50,-249.00
158790 1.49,24.50,39.00,-148.50,-44.00
158797 1.49,24.50,39.00,-135.00,-198.25
158797 1.49,24.50,39.00,306.50,79.75
158806 1.49,24.50,39.00,-280.50,52.75
158807 1.49,24.50,39.00,-696.00,264.75
158814 1.49,24.50,39.00,-250.25,-364.75
158814 1.49,24.50,39.00,34.50,-539.00
158822 1.49,24.50,39.00,-128.50,50.50
158822 1.49,24.50,39.00,332.00,161.25
158830 1.49,24.50,39.00,176.25,120.25
158830 1.49,24.50,39.00,149.50,69.25
158838 1.49,24.50,39.00,-48.75,-14.00
158839 1.49,24.50,39.00,94.50,61.00
158846 1.49,24.50,39.00,170.25,9.75
158846 1.49,24.50,39.00,271.50,133.25
158853 1.49,24.50,39.00,525.50,168.25
158853 1.58,24.50,39.00,-56.25,57.75
158860 1.58,24.50,39.00,349.25,-59.50
158862 1.58,24.50,39.00,165.50,-70.50
158869 1.58,24.50,39.00,42.00,135.25
158870 1.58,24.50,39.00,-468.50,129.00
158877 1.58,24.50,39.00,-368.00,-310.75
158877 1.58,24.50,39.00,-58.00,-5.00
158885 1.58,24.50,39.00,48.75,-154.75
158885 1.58,24.50,39.00,138.75,47.75
158893 1.58,24.50,39.00,245.50,199.25
158894 1.58,24.50,39.00,134.75,20.50
158901 1.58,24.50,39.00,238.50,224.00
158901 1.58,24.50,39.00,-938.75,-217.00
